foto,strana,slogan,name,scenari,rezhisser,nameang,genre,dlina
/storage/1439606_500x800x250.jpg,США,,Застрявшие во времени (,,Алекс Люн,Frozen in Time,Мультфильм, 46 мин.
,,,Приговорённые 2: Охота в пустыне (,,,,,
/storage/1649556_500x800x250.jpg,США,,Приговорённые 2: Охота в пустыне (,Алан Б. МакЭлрой,Роэл Рейн,The Condemned 2,Боевик, 90 мин.
,,,Смертельный разряд (,,,,,
/storage/291906_500x800x250.jpg,Болгария,,Смертельный разряд (,,Гари Джонс,Lightning Strikes,Ужасы, 90 мин.
/storage/293198_500x800x250.jpg,США,,Как я дружил в социальной сети (,,Генри Джуст,Catfish,Документальный, 94 мин.
,,,Нежданная любовь (,,,,,
/storage/206055_500x800x250.jpg,США,,Нежданная любовь (,Рене Эштон,Брюс Олсон,Be My Baby,Комедия, 85 мин.
/storage/219711_500x800x250.jpg,Великобритания,,Призрачная машина (,Свен Хьюз,Chris Hartwill,Ghost Machine,Фантастика, 92 мин.
,,,Наших бьют (,,,,,
/storage/294095_500x800x250.jpg,США,,Пятнадцатилетняя (,Ричард Глэтцер,Ричард Глэтцер,Quinceaсera,Драма, 90 мин.
,,,Свет мой (,,,,,
/storage/288436_500x800x250.jpg,Россия,,Свет мой (,Римма Ефремова,Эльер Ишмухамедов,,Драма, 85 мин.
,,,Стрижка (,,,,,
/storage/253970_500x800x250.jpg,Сербия,,Стрижка (,Стивен Филипович,Стивен Филипович,Sisanje,Боевик, 98 мин.
,,,Спит ли Долли на спине? (,,,,,
/storage/289390_500x800x250.jpg,Дания,,Спит ли Долли на спине? (,,Хелла Йооф,Sоver Dоlly pa rуggen? ,Мелодрама, 100 мин.
,,,Могила (,,,,,
/storage/198673_500x800x250.jpg,США,,Могила (,Улли Ломмель,Улли Ломмель,The Tomb,Ужасы, 81 мин.
,,,"Мой Фюрер, или самая правдивая правда об Адольфе Гитлере (",,,,,
/storage/198321_500x800x250.jpg,Германия,,"Мой Фюрер, или самая правдивая правда об Адольфе Гитлере (",Дэн Леви,Дэн Леви,Mein Fьhrer - Die wirklich wahrste Wahrheit ьber Adolf Hitler,Комедия, 95 мин.
/storage/294796_500x800x250.jpg,США,,День второй: Битва за Нью-Йорк (,,Andrew Bellware,"Battle: New York, Day 2",Фантастика, 88 мин.
/storage/267836_500x800x250.jpg,Нидерланды,,Синтел (,Эстер Воуда,Колин Леви,Sintel,Мультфильм, 14 мин.
,,,Джон Рабе (,,,,,
,,,Смерть в эфире  (,,,,,
/storage/1354116_500x800x250.jpg,США,,Смерть в эфире  (,Билл Гуттентаг,Билл Гуттентаг,Live!,Драма, 96 мин.
/storage/292827_500x800x250.jpg,,,Шахта. Взорванная любовь (,,,,Драма, 90 мин.
,,,Это-Англия (,,,,,
/storage/290248_500x800x250.jpg,Великобритания,,Это-Англия (,Шэйн Медоуз,Шэйн Медоуз,This Is England,Драма, 101 мин.
,,,Апрельские дожди (,,,,,
/storage/210104_500x800x250.jpg,США,,Апрельские дожди (,Эндрю Робинсон,Эндрю Робинсон,April Showers,Драма, 94 мин.
,,,20 сигарет (,,,,,
/storage/270915_500x800x250.jpg,Россия,,Наших бьют (,Андрей Тумаркин,Антон Борматов,,Комедия, 88 мин.
,,,День открытых дверей (,,,,,
/storage/227959_500x800x250.jpg,США,,День открытых дверей (,Эндрю Пакуин,Эндрю Пакуин,Open House,Триллер, 88 мин.
,,,Канун дня всех святых (,,,,,
/storage/287542_500x800x250.jpg,США,,Канун дня всех святых (,,Шон МакГарри,Hallows' Eve,Ужасы, 78 мин.
,,,Услуги преисподней стоят дорого (,,,,,
/storage/203165_500x800x250.jpg,США,,Услуги преисподней стоят дорого (,Барбара Вернер,Джейк Уэст,Pumpkinhead: Ashes to Ashes,Ужасы, 91 мин.
/storage/296001_500x800x250.jpg,Россия,,Золотые ножницы (,Алексей Тагушев,Михаил Жерневский,,Комедия, 90 мин.
,,,Черная метка: Падение Сэма Экса (,,,,,
/storage/252938_500x800x250.jpg,США,,Черная метка: Падение Сэма Экса (,Мэтт Никс,Джеффри Донован,Burn Notice: The Fall of Sam Axe,Триллер, 120 мин.
,,,Селин (,,,,,
/storage/291530_500x800x250.jpg,Канада,,Селин (,Дональд Мартин,Джефф Вулнаф,Celine,Драма, 90 мин.
/storage/295904_500x800x250.jpg,США,,Аттила (,Энтони Ферранте,Эммануэль Итье,Attila,Боевик, 90 мин.
/storage/267905_500x800x250.jpg,США,,Обрубок (,Адам Минарович,Трент Хаага,Chop,Ужасы, 83 мин.
,,,"Прежде, чем я самоуничтожусь (",,,,,
/storage/233367_500x800x250.jpg,Германия,,Джон Рабе (,Флориан Галленбергер,Флориан Галленбергер,John Rabe,Драма, 134 мин.
,,,Все за одного (,,,,,
/storage/255910_500x800x250.jpg,Дания,,Все за одного (,Мик Огендаль,Расмус Хайди,Alle for йn,Комедия, 81 мин.
,,,Битва монстров (,,,,,
/storage/270680_500x800x250.jpg,Канада,,Битва монстров (,Джесси Т. Кук,Джесси Т. Кук,Monster Brawl,Ужасы, 89 мин.
,,,Кханна и Айер (,,,,,
/storage/1182715_500x800x250.jpg,Индия,,Кханна и Айер (,,Hemant Hegde,Khanna & Iyer,Комедия, 142 мин.
/storage/1215728_500x800x250.jpg,Нидерланды,,Одураченный (,Robert Alberdingk Thijm,Пол Верховен,Steekspel,Драма,
,,,Тираннозавр (,,,,,
/storage/294686_500x800x250.jpg,Великобритания,,Тираннозавр (,,Пэдди Консидайн,Tyrannosaur,Драма, 92 мин.
,,,Восставшие  (,,,,,
/storage/257967_500x800x250.jpg,США,,Восставшие  (,Дэвид Талбот,Дэймон Крамп ,Risen,Ужасы, 90 мин.
,,,Змеи песка (,,,,,
/storage/209808_500x800x250.jpg,США,,Змеи песка (,Рауль Инглис,Джефф Ренфро,Sand Serpents,Ужасы, 90 мин.
/storage/291260_500x800x250.jpg,Россия,,Эффект домино (,,Сергей Артимович,,Мелодрама, 86 мин.
/storage/202810_500x800x250.jpg,США,,Грендель (,Рон Фернандез,Ник Лион,Grendel,Фантастика, 90 мин.
,,,Мальтийский крест (,,,,,
/storage/202514_500x800x250.jpg,Россия,,Мальтийский крест (,Андрей Житков,Николай Глинский,,Боевик, 98 мин.
,,,"Как кроты, как крысы (",,,,,
/storage/290913_500x800x250.jpg,Россия,,20 сигарет (,Дмитрий Соболев,Александр Горновский,,Боевик, 89 мин.
/storage/290848_500x800x250.jpg,Россия,,Кто и что воспитывает наших детей? (,,,,Документальный, 34 мин.
,,,Лучший удар (,,,,,
/storage/198729_500x800x250.jpg,США,,Лучший удар (,Норм Хантер,Норм Хантер,Her Best Move,Мелодрама, 96 мин.
,,,Вуаль (,,,,,
/storage/1670133_500x800x250.jpg,США,,Вуаль (,Роберт Бен Гарант,Фил Джоану,The Veil,Ужасы, 93 мин.
/storage/214060_500x800x250.jpg,Таиланд,,Моя бывшая (,Piyapan Choopetch,Пийапан Чупетч,My Ex,Ужасы, 90 мин.
/storage/206316_500x800x250.jpg,США,,МТВ Кино Награды 2009 (,,,MTV Movie Awards 2009,Документальный, 86 мин.
/storage/292269_500x800x250.jpg,США,,"Прежде, чем я самоуничтожусь (",Фифти Сент,Фифти Сент,Before I Self Destruct,Драма, 79 мин.
,,,Мертвые души (,,,,,
/storage/291100_500x800x250.jpg,Россия,,Мертвые души (,,Валерий Спирин,,Мелодрама, 91 мин.
/storage/286756_500x800x250.jpg,Корея,,Убийственная мультипликация (,,Ён-гён Ким,Killer Toon,Триллер, 104 мин.
/storage/293980_500x800x250.jpg,Швеция,,Холодная кровь (,Сонни Лагуна,Сонни Лагуна,Blood Runs Cold,Ужасы, 80 мин.
,,,Трогательный комплекс (,,,,,
/storage/234791_500x800x250.jpg,Япония,,Трогательный комплекс (,Ая Накахара,Kitaji Ishikawa,Love Com,Комедия, 99 мин.
/storage/203228_500x800x250.jpg,Россия,,Несколько призрачных дней (,,Роман Барабаш,,Драма, 90 мин.
,,,Пулбой: Спасайся кто может (,,,,,
/storage/254087_500x800x250.jpg,США,,Пулбой: Спасайся кто может (,Росс Паттерсон,Гаретт Бравит,Poolboy: Drowning Out the Fury,Комедия, 98 мин.
,,,Парень с Марса (,,,,,
/storage/250764_500x800x250.jpg,Россия,,Парень с Марса (,Александр Лунгин,Сергей Осипьян,,Комедия, 105 мин.
,,,Лунная афера (,,,,,
/storage/1631298_500x800x250.jpg,Франция,,Лунная афера (,Дин Крэйг,Антуан Бардо-Жаке,Moonwalkers,Комедия, 107 мин.
,,,Вся жизнь впереди (,,,,,
/storage/291031_500x800x250.jpg,США,,"Как кроты, как крысы (",Шон Харрис,Джил Торрес,20 Years After,Фантастика, 95 мин.
,,,Непутёвая учеба (,,,,,
/storage/1654925_500x800x250.jpg,Великобритания,,Непутёвая учеба (,Фредди Сайборн,Эллиот Хегарти,The Bad Education Movie,Комедия, 90 мин.
,,,Навстречу шторму (,,,,,
/storage/1170711_500x800x250.jpg,Великобритания,,Навстречу шторму (,Хью Уайтмор,Тадеус О`Салливан,Into the Storm,Драма, 100 мин.
,,,Стикс (,,,,,
/storage/291106_500x800x250.jpg,Россия,,Стикс (,Дмитрий Константинов,Дмитрий Константинов,,Детектив, 88 мин.
/storage/287976_500x800x250.jpg,Испания,,Блэки летит на Луну (,Энджел Е. Париенте,,Black to the Moon 3D,Мультфильм, 81 мин.
,,,Вампиры: жажда крови (,,,,,
/storage/294356_500x800x250.jpg,США,,Вампиры: жажда крови (,Бен Лустиг,Джерами Кастен,The Thirst,Ужасы, 88 мин.
,,,Похищение (,,,,,
,,,Западная религия (,,,,,
/storage/1645439_500x800x250.jpg,США,,Западная религия (,Джеймс О'Брайен,Джеймс О'Брайен,Western Religion,Вестерн, 105 мин.
,,,Шанхайский поцелуй (,,,,,
/storage/1623159_500x800x250.jpg,США,,Последний охотник на ведьм (,Кори Гудман,Брек Эйснер,The Last Witch Hunter,Фэнтези, 106 мин.
,,,Голос улиц (,,,,,
/storage/1592385_500x800x250.jpg,США,,Голос улиц (,Андреа Берлофф,Ф. Гэри Грей,Straight Outta Compton,Драма, 147 мин.
/storage/1286844_500x800x250.jpg,США,,Туринская лошадь (,Ласло Краснахоркаи,Бела Тарр,A Torinoi lo,Драма, 146 мин.
/storage/292789_500x800x250.jpg,Великобритания,,13 часов (,Адам Филлипс,,13Hrs,Ужасы, 85 мин.
,,,Комната смерти (,,,,,
/storage/237173_500x800x250.jpg,США,,Комната смерти (,Gus Krieger,Джонатан Либесман,The Killing Room,Триллер, 93 мин.
,,,Вампиры: Возрождение древнего рода (,,,,,
/storage/203904_500x800x250.jpg,США,,Вампиры: Возрождение древнего рода (,Кевин ВанХук,Кевин ВанХук,Slayer,Ужасы, 88 мин.
,,,За пределами закона (,,,,,
/storage/292432_500x800x250.jpg,Россия,,За пределами закона (,Елена Цвентух,Андрей Джунковский,,Детектив, 93 мин.
,,,Приятель (,,,,,
/storage/256467_500x800x250.jpg,Франция,,Похищение (,Люка Бельво,Люка Бельво,Rapt,Детектив, 125 мин.
/storage/291400_500x800x250.jpg,Россия,,В сторону от войны (,Наталья Портнова,Алексей Козлов,,Драма, 89 мин.
,,,Варвары и воры (,,,,,
/storage/287530_500x800x250.jpg,США,,Варвары и воры (,Джон Синклер,Меган Петерсон,Heathens and Thieves,Триллер, 110 мин.
,,,Спасите рождественского гуся (,,,,,
/storage/204682_500x800x250.jpg,США,,Шанхайский поцелуй (,Дэвид Йен,Керн Конвайзер,Shanghai Kiss,Комедия, 106 мин.
/storage/202285_500x800x250.jpg,Украина,,Кардиограмма любви (,,Оксана Байрак,Kardiogramma lubvi,Триллер, 88 мин.
,,,Главная улика (,,,,,
/storage/291068_500x800x250.jpg,Россия,,Главная улика (,,Мурад Алиев,,Детектив, 91 мин.
/storage/292890_500x800x250.jpg,США,,Неудобная правда (,,Дэвис Гуггенхейм,An Inconvenient Truth,Документальный, 100 мин.
,,,Верблюжьи пауки (,,,,,
/storage/268826_500x800x250.jpg,США,,Верблюжьи пауки (,,Джим Уайнорски,Camel Spiders,Ужасы, 79 мин.
,,,Формула судного дня (,,,,,
/storage/246867_500x800x250.jpg,США,,Формула судного дня (,Рафаэль Джордан,Ник Лион,Annihilation Earth,Фантастика, 85 мин.
,,,Страсть (,,,,,
/storage/215103_500x800x250.jpg,Австралия,,Страсть (,Джон В. Сото,Джеффри Герритсен,Crush,Ужасы, 82 мин.
,,,Парижская история (,,,,,
/storage/201682_500x800x250.jpg,Франция,,Парижская история (,Кристоф Оноре,Кристоф Оноре,Dans Paris,Драма, 92 мин.
/storage/281441_500x800x250.jpg,США,,Скуби-Ду! Маска синего сокола (,,Майкл Гогуэн,Scooby-Doo! Mask of the Blue Falcon,Комедия, 76 мин.
/storage/278842_500x800x250.jpg,Германия,,Звездный крейсер Найденион (,Джек Мойк,Джек Мойк,Nydenion - Krieg der Kolonien,Фантастика, 89 мин.
/storage/294022_500x800x250.jpg,Индия,,Бадринат (,Раджендра Кумар,Винайяк В.В.,Badrinath,Боевик, 141 мин.
/storage/291445_500x800x250.jpg,Германия,,Боксёр (,Томас Ян,Томас Ян,The Boxer,Боевик, 94 мин.
,,,Место под солнцем (,,,,,
/storage/289226_500x800x250.jpg,Швеция,,Место под солнцем (,Лиза Марклунд,Петер Флинт,En plats i solen,Драма, 90 мин.
,,,Правда и ничего кроме (,,,,,
/storage/289863_500x800x250.jpg,США,,Правда и ничего кроме (,Джон Лукас,Кристиан Чарльз,Full of It,Комедия, 93 мин.
,,,Марко Поло (,,,,,
/storage/204966_500x800x250.jpg,США,,Марко Поло (,Рон Хатчинсон,Кевин Коннор,Marco Polo,Приключения, 174 мин.
,,,Придурки из Хаззарда: Начало (,,,,,
/storage/202492_500x800x250.jpg,США,,Придурки из Хаззарда: Начало (,Шэйн Моррис,Роберт Берлингер,The Dukes of Hazzard: The Beginning,Боевик, 95 мин.
,,,Отдача (,,,,,
/storage/1286712_500x800x250.jpg,Канада,,Отдача (,,Терри Майлз,Recoil,Боевик, 93 мин.
,,,Железный смерч (,,,,,
/storage/260366_500x800x250.jpg,Канада,,Железный смерч (,Джейсон Бурк,Гордон Янг,Metal Tornado,Фантастика, 83 мин.
/storage/293266_500x800x250.jpg,Индия,,Атиди (,Сурендра Редди,Сурендра Редди,Athidhi,Боевик, 172 мин.
,,,Дедушка легкого поведения (,,,,,
/storage/1664044_500x800x250.jpg,США,,Дедушка легкого поведения (,Джон Филлипс,Дэн Мазер,Dirty Grandpa,Комедия, 102 мин.
,,,Барабанная дробь 2: Новый бит (,,,,,
/storage/1404463_500x800x250.jpg,США,,Барабанная дробь 2: Новый бит (,Карин Гист,Билле Вудрафф,Drumline 2: A New Beat,Драма, 101 мин.
/storage/280259_500x800x250.jpg,Корея,,Взвейся в небо (,Дон-жу Ким,Ким Дон Вон,R2B: Return to Base,Боевик, 113 мин.
,,,Маппеты (,,,,,
/storage/265815_500x800x250.jpg,США,,Маппеты (,Джейсон Сигел,Джеймс Бобин,The Muppets,Комедия, 102 мин.
/storage/1421163_500x800x250.jpg,Франция,,Сфера колдовства (,Клод Нуридзани,Клод Нуридзани,La cle des champs,Документальный, 81 мин.
,,,Схватка с демонами (,,,,,
/storage/202400_500x800x250.jpg,Канада,,Схватка с демонами (,Warren P. Sonoda,Warren P. Sonoda,5ive Girls,Ужасы, 95 мин.
/storage/278954_500x800x250.jpg,Индия,,Бездельник (,Тривикрам Шринивас,Тривикрам Шринивас,Julayi,Боевик, 152 мин.
/storage/204475_500x800x250.jpg,Россия,,Холодное солнце (,Александр Митта,Сергей Попов,,Боевик, 108 мин.
/storage/242363_500x800x250.jpg,Китай,,Конфуций (,Цзян Цитао,Ху Мэй,Confucius,Драма, 118 мин.
,,,Садовник Эдема (,,,,,
/storage/204300_500x800x250.jpg,США,,Садовник Эдема (,Адам `Текс` Дэвис,Кевин Коннолли,Gardener of Eden,Комедия, 88 мин.
,,,Американский боевой корабль (,,,,,
/storage/271295_500x800x250.jpg,США,,Американский боевой корабль (,Тандер Левин,Тандер Левин,American Warships,Боевик, 92 мин.
,,,Под прицелом (,,,,,
/storage/280947_500x800x250.jpg,Канада,,Под прицелом (,Джастин Доннелли ,Джастин Доннелли ,Pressed,Триллер, 100 мин.
,,,Яростный полёт (,,,,,
/storage/289970_500x800x250.jpg,США,,Яростный полёт (,Стивен Сигал,Майкл Койш,Flight of Fury,Боевик, 98 мин.
,,,Вспоминая 1942 (,,,,,
/storage/1226980_500x800x250.jpg,Китай,,Вспоминая 1942 (,Чжэньюнь Лю,Фэн Сяоган,Yi jiu si er,Драма, 146 мин.
,,,Барби: Рождественская история (,,,,,
,,,Забава (,,,,,
/storage/288050_500x800x250.jpg,Россия,,Забава (,Руслан Бальтцер,Руслан Бальтцер,,Драма, 86 мин.
/storage/1221594_500x800x250.jpg,США,,Любовь в Раю (,Нэнси Сильверс,Рон Оливер,Love at the Thanksgiving Day Parade,Мелодрама, 90 мин.
,,,Прогулка (,,,,,
/storage/1590315_500x800x250.jpg,США,,Прогулка (,Роберт Земекис,Роберт Земекис,The Walk,Приключения, 123 мин.
/storage/294596_500x800x250.jpg,Россия,,Последнее дело Казановы (,,Анатолий Матешко,,Драма, 85 мин.
,,,Петя по дороге в Царствие Небесное (,,,,,
/storage/290999_500x800x250.jpg,Украина,,Время грехов (,,Тупик Павел,,Детектив, 90 мин.
,,,Мужественный (,,,,,
/storage/295988_500x800x250.jpg,Индия,,Мужественный (,Саджид Кхан,Саджид Кхан,Himmatwala,Боевик, 150 мин.
/storage/208865_500x800x250.jpg,Россия,,Петя по дороге в Царствие Небесное (,Михаил Кураев,Николай Досталь,,Комедия, 97 мин.
,,,Вне закона (,,,,,
/storage/199729_500x800x250.jpg,Великобритания,,Вне закона (,Ник Лав,Ник Лав,Outlaw,Боевик, 101 мин.
,,,Синхронность (,,,,,
/storage/1673609_500x800x250.jpg,США,,Синхронность (,Джейкоб Гентри,Джейкоб Гентри,Synchronicity,Фантастика, 101 мин.
,,,Джесси Cтоун: Тайны парадиза (,,,,,
/storage/1673383_500x800x250.jpg,США,,Джесси Cтоун: Тайны парадиза (,Майкл Брэндмэн,Роберт Хармон,Jesse Stone: Lost in Paradise,Драма, 86 мин.
,,,Боб Марли (,,,,,
,,,Иллюзия обмана (,,,,,
/storage/295712_500x800x250.jpg,Франция,,Иллюзия обмана (,Боаз Якин,Луи Летерье,Now You See Me,Триллер, 124 мин.
,,,Песочный дождь (,,,,,
/storage/199518_500x800x250.jpg,Россия,,Песочный дождь (,Александр Мохов,Александр Мохов,,Мелодрама, 90 мин.
,,,Вдали от нее (,,,,,
/storage/291446_500x800x250.jpg,Канада,,Вдали от нее (,Сара Полли,Сара Полли,Away from Her,Мелодрама, 110 мин.
/storage/283730_500x800x250.jpg,Финляндия,,Очищение (,Антти Йокинен,Антти Йокинен,Puhdistus,Драма, 120 мин.
/storage/294451_500x800x250.jpg,Россия,,Стань мной (,Елена Петрова,Валерий Рожко,,Мелодрама, 91 мин.
,,,Дьявольская деревня (,,,,,
/storage/250243_500x800x250.jpg,Франция,,Дьявольская деревня (,Фуад Бенжаму ,Фуад Бенжаму ,Le village des ombres,Ужасы, 103 мин.
/storage/198936_500x800x250.jpg,Россия,,Тайны века. Подводные пришельцы. (,,Игорь Славин,,Документальный, 51 мин.
/storage/234504_500x800x250.jpg,Россия,,Моя старшая сестра (,,Антон Азаров,,Мелодрама, 90 мин.
,,,Маленькие смерти (,,,,,
/storage/247702_500x800x250.jpg,Великобритания,,Маленькие смерти (,Шон Хоган,Шон Хоган,Little Deaths,Ужасы, 94 мин.
,,,Угроза вторжения (,,,,,
/storage/200005_500x800x250.jpg,США,,Угроза вторжения (,Рон Магид,Джастин Джонс,Invasion of the Pod People,Фантастика, 85 мин.
,,,Одной крови (,,,,,
/storage/291590_500x800x250.jpg,США,,Одной крови (,Филип Мортон,Гари Йэтс,Maneater,Ужасы, 84 мин.
,,,Вся правда о мужчинах (,,,,,
,,,Стэп бай стэп (,,,,,
/storage/270770_500x800x250.jpg,Россия,,Стэп бай стэп (,Игорь Маслов,Игорь Коробейников,,Комедия, 101 мин.
/storage/265369_500x800x250.jpg,Япония,,"Девочка, покорившая время (",Ясутака Тсутсуи,Масааки Танигучи,Toki o kakeru shфjo,Фантастика, 122 мин.
,,,Польская сибириада (,,,,,
/storage/286587_500x800x250.jpg,Польша,,Польская сибириада (,Михал Комар,Януш Заорский,Syberiada polska,Драма, 126 мин.
,,,Проклятая школа (,,,,,
/storage/268506_500x800x250.jpg,Великобритания,,Проклятая школа (,,Йоханнес Робертс,"""F""",Ужасы, 79 мин.
/storage/291406_500x800x250.jpg,Россия,,Я покажу тебе Москву (,Александр Пронин,Александр Котт,,Драма, 88 мин.
,,,В дороге (,,,,,
/storage/295706_500x800x250.jpg,США,,В дороге (,Мэтт Уолш,Мэтт Уолш,High Road,Комедия, 87 мин.
,,,Свадебный торт (,,,,,
/storage/225562_500x800x250.jpg,Франция,,Свадебный торт (,Денис Гранье-Дефер,Денис Гранье-Дефер,Piece montee,Комедия, 93 мин.
,,,Мой будущий бойфренд (,,,,,
/storage/295509_500x800x250.jpg,США,,Мой будущий бойфренд (,Джеймс Орр,Майкл Ланж,My Future Boyfriend,Фантастика, 73 мин.
,,,Сыворотка (,,,,,
/storage/204303_500x800x250.jpg,США,,Сыворотка (,Стив Франке,Стив Франке,Serum,Ужасы, 89 мин.
,,,В поисках Санты (,,,,,
/storage/296016_500x800x250.jpg,Канада,,В поисках Санты (,Майкл Дж. Мюррэй,Крэйг Прайс,Desperately Seeking Santa,Комедия, 86 мин.
,,,"Умереть, как мужчина (",,,,,
/storage/1206788_500x800x250.jpg,Франция,,"Умереть, как мужчина (",Джоао Руй Гуерра Да Мата,Жуан Педру Родригиш,Morrer Como Um Homem,Драма, 134 мин.
,,,Без просвета (,,,,,
/storage/1168905_500x800x250.jpg,США,,Без просвета (,Патрик Десмонд,Патрик Десмонд,The Absence of Light,Ужасы, 77 мин.
,,,Жалить (,,,,,
/storage/199817_500x800x250.jpg,США,,Барби: Рождественская история (,Кевин ВанХук,Уильям Лау,Barbie In A Christmas Carol,Мультфильм, 76 мин.
/storage/295468_500x800x250.jpg,США,,Боб Марли (,,Кевин МакДональд,Marley,Документальный, 144 мин.
,,,Три сыщика и тайна острова Cкелетов (,,,,,
/storage/291361_500x800x250.jpg,Германия,,Три сыщика и тайна острова Cкелетов (,Роберт Артур,Флориан Баксмейер,The Three Investigators and the Secret of Skeleton Island,Приключения, 91 мин.
,,,Гриффины. Голубой урожай (,,,,,
/storage/1239531_500x800x250.jpg,США,,Гриффины. Голубой урожай (,Сет МакФарлейн,Питер Шинк,Family Guy Presents Blue Harvest,Комедия, 45 мин.
,,,"Там, где живет любовь (",,,,,
,,,Тайник (,,,,,
/storage/272564_500x800x250.jpg,США,,Тайник (,,Эдуардо Родригез,Stash House,Триллер, 99 мин.
,,,Фобия (,,,,,
/storage/202500_500x800x250.jpg,Таиланд,,Фобия (,Баньенг Писензенекун,Баньенг Писензенекун,See prang,Ужасы, 120 мин.
,,,Корпорация «Святые моторы» (,,,,,
/storage/278095_500x800x250.jpg,Франция,,Корпорация «Святые моторы» (,Леоc Каракс,Леоc Каракс,Holy Motors,Драма, 115 мин.
/storage/249565_500x800x250.jpg,США,,Гибрид (,Бенжамин Карр,Эрик Валетт,Hybrid,Ужасы, 95 мин.
/storage/200457_500x800x250.jpg,Россия,,Бумажный солдат (,Владимир Аркуша,Алексей Герман мл.,,Драма, 118 мин.
/storage/232942_500x800x250.jpg,Великобритания,,Спровоцированная (,Карл Остин,,Provoked: A True Story,Драма, 113 мин.
,,,Тревожные небеса (,,,,,
/storage/250622_500x800x250.jpg,США,,Тревожные небеса (,Фред Олен Рэй,Фред Олен Рэй,Turbulent Skies,Драма, 82 мин.
,,,Голубой пирог 2: Парни идут вразнос! (,,,,,
,,,Наше лето (,,,,,
/storage/1674027_500x800x250.jpg,Франция,,Наше лето (,Катрин Корсини,Катрин Корсини,La belle saison,Драма, 105 мин.
,,,План побега (,,,,,
/storage/287404_500x800x250.jpg,США,,План побега (,Майлз Чэпман,Микаэль Хафстрем,Escape Plan,Боевик, 116 мин.
,,,Неуловимые (,,,,,
/storage/284369_500x800x250.jpg,США,,Неуловимые (,Кевин Рейнольдс,Дэн Брэдли,Red Dawn,Боевик, 93 мин.
/storage/1198825_500x800x250.jpg,Индия,,История любви Джаянты Бхая (,Киран Котриал,Виннил Маркан,Jayantabhai Ki Luv Story,Боевик, 130 мин.
,,,Кто я (,,,,,
/storage/1568104_500x800x250.jpg,Германия,,Кто я (,Джантдж Фризе,Баран бо Одар,Who Am I - Kein System ist sicher,Триллер, 102 мин.
,,,Остров проклятых (,,,,,
/storage/291930_500x800x250.jpg,США,,Остров проклятых (,Лаета Калогридис,Мартин Скорсезе,Shutter Island,Триллер, 138 мин.
/storage/1505247_500x800x250.jpg,Канада,,Глушь (,Адам МакДональд,Адам МакДональд,Backcountry,Триллер, 92 мин.
,,,Лебедь из Синдзюку (,,,,,
/storage/1673812_500x800x250.jpg,Япония,,Лебедь из Синдзюку (,Матаиширо Ямамото,Сион Соно,Shinjuku suwan,Комедия, 139 мин.
,,,Джем и голограммы (,,,,,
/storage/1644355_500x800x250.jpg,США,,Джем и голограммы (,Райан Ланделс,Джон М. Чу,Jem and the Holograms,Фэнтези, 118 мин.
/storage/207721_500x800x250.jpg,США,,Зеленый Фонарь (,Алан Бернет,Лоурен Монтгомери,Green Lantern: First Flight,Фантастика, 75 мин.
,,,Ненасытные (,,,,,
/storage/201191_500x800x250.jpg,Россия,,Ненасытные (,Руслан Бальтцер,Руслан Бальтцер,,Боевик, 90 мин.
/storage/244337_500x800x250.jpg,США,,Убийственная поездка (,Рик Сювалл,Йоханнес Робертс,Roadkill,Ужасы, 89 мин.
/storage/995340_500x800x250.jpg,Россия,,Бедуин (,Игорь Волошин,Игорь Волошин,,Драма, 90 мин.
/storage/291566_500x800x250.jpg,Австралия,,Опасная природа (,Эверетт Де Рош,Джэми Блэнкс,Natures Grave,Ужасы, 87 мин.
/storage/200337_500x800x250.jpg,Россия,,Только вперед (,,Максим Бриус,,Драма, 98 мин.
,,,"Зайцев, жги! История шоумена (",,,,,
,,,Болеутоляющие (,,,,,
/storage/1674194_500x800x250.jpg,Канада,,Болеутоляющие (,Кирк Рус,Питер Уинтер,Painkillers,Триллер, 102 мин.
,,,Королева пустыни (,,,,,
/storage/1592327_500x800x250.jpg,США,,Королева пустыни (,Вернер Херцог,Вернер Херцог,Queen of the Desert,Драма, 128 мин.
,,,Скорость: Автобус 657 (,,,,,
/storage/1545499_500x800x250.jpg,США,,Скорость: Автобус 657 (,Стивен Сефер,Скотт Манн,Heist,Боевик, 92 мин.
,,,Вудлон (,,,,,
/storage/1643378_500x800x250.jpg,США,,Вудлон (,Эрвин Бразерс,Эндрю Эрвин,Woodlawn,Драма, 123 мин.
,,,Посланники (,,,,,
/storage/1248658_500x800x250.jpg,США,,Посланники (,Стюарт Битти,Оксид Пан,Messengers,Ужасы, 90 мин.
/storage/257860_500x800x250.jpg,Россия,,Властелин мира. Никола Тесла (,,Виталий Правдивцев,,Документальный, 44 мин.
,,,Я вижу тебя (,,,,,
/storage/210163_500x800x250.jpg,Россия,,Сказка про темноту (,Николай Хомерики,Николай Хомерики,,Драма, 76 мин.
,,,Добыча Юрского периода (,,,,,
/storage/1673817_500x800x250.jpg,США,,Добыча Юрского периода (,Джон Оак Далтон,Марк Полония,Jurassic Prey,Ужасы, 87 мин.
,,,Осколки (,,,,,
/storage/199102_500x800x250.jpg,Канада,,Осколки (,Энн Майклс,Джереми Подесва,Fugitive Pieces,Драма, 104 мин.
